,title,run_t
40766,The Norseman,90
40767,The Cool Surface,88
40768,The Local Stigmatic,56
40769,Walking Across Egypt,100
40770,What Is It?,
40771,Whispering Smith,88
40772,The Winter Guest,108
40773,Underclassman,95
40774,Dante's Inferno,89
40775,The Wonderpill,82
40776,After Midnight,86
40777,Fast Lane to Malibu,86
40778,Midnight Movie,82
40779,Hover,86
40780,Unspeakable,
40781,The Barber,95
40782,Pass the Light,112
40783,Carnage Park,90
40784,I Love You Again,99
40785,Singularity Principle,87
40786,Virtual Encounters,84
40787,American Fetish,88
40788,Breaking All the Rules,91
40789,Confessions of a Nazi Spy,104
40790,Living & Dying,90
40791,Still Breathing,109
40792,Time Changer,95
40793,The Gender Card Flip,80
40794,The Duel at Silver Creek,77
40795,Werewolves on Wheels,85
40796,Madtown,120
40797,J.D.'s Revenge,96
40798,Stripper Wives,
40799,Tarzan and the Valley of Gold,90
40800,Beer for My Horses,86
40801,In the Radiant City,95
40802,Impact Event,102
40803,Blackmail,81
40804,On the Line,85
40805,Willie & Phil,115
40806,Far North,90
40807,Chicken Girls: The Movie,69
40808,Band of Angels,125
40809,Death of a Salesman,115
40810,Kidnapped by a Classmate,
40811,A Bill of Divorcement,70
40812,The Greek Tycoon,107
40813,All Fall Down,111
40814,The Third Wheel,
40815,The Black Sleep,82
40816,The Chosen One,
40817,Dominick and Eugene,111
40818,Freezer,83
40819,Journey to the End of the Night,88
40820,Second Chance,82
40821,Santee,93
40822,The Calling,89
40823,Wife vs. Secretary,88
40824,The Cowboy and the Lady,91
40825,Toxin: 700 Days Left on Earth,
40826,Extremedays,93
40827,The Tripper,
40828,"Good-bye, My Lady",94
40829,Games,97
40830,Oblivion 2: Backlash,83
40831,I Escaped from Devil's Island,89
40832,The Trouble with Girls,97
40833,Dreamland,88
40834,Between Waves,90
40835,Little Mermaid,90
40836,Dating to Kill,120
40837,Midnight Stallion,
40838,Big Jim McLain,90
40839,White Rabbit,90
40840,Son of Kong,70
40841,The Malibu Tapes,93
40842,Just Looking,97
40843,The Night We Never Met,99
40844,Home with a View of the Monster,97
40845,Sleepwalk with Me,81
40846,The Last American Hero,95
40847,Get Big,86
40848,Pit Fighter,
40849,Red Sky at Morning,112
40850,Morgan Stewart's Coming Home,
40851,California Scheming,99
40852,Little Witches,90
40853,Don't Look,71
40854,Greyfriars Bobby: The True Story of a Dog,
40855,Yelling to the Sky,94
40856,Africa Screams,79
40857,Blood of Ghastly Horror,85
40858,Another Tango,82
40859,Paradise Lagoon,94
40860,Tiger Claws,92
40861,The Lost,119
40862,The Divorcee,84
40863,The Last Hurrah,121
40864,War of the Worlds: Goliath,85
40865,Humoresque,125
40866,Rascal,85
40867,Cindy and Donna,
40868,The Barefoot Executive,96
40869,Dark Country,88
40870,The Bad Sister,68
40871,Blue Hill Avenue,
40872,The Ice Cream Truck,96
40873,Pizza Man,90
40874,Hot Lead and Cold Feet,90
40875,The Borrower,92
40876,Night Fire,97
40877,Dangerously Close,95
40878,The Ashram,85
40879,Three Daring Daughters,115
40880,Star Trek: Horizon,102
40881,Lymelife,
40882,HoneyBee,95
40883,After School,89
40884,Accused at 17,90
40885,Moonfleet,84
40886,Amigo,124
40887,A Birder's Guide to Everything,86
40888,Knock on Any Door,100
40889,Trial by Jury,107
40890,Keane,
40891,Unwholly Moments,123
40892,Strange Bargain,68
40893,Blood Mania,80
40894,Look,102
40895,Chuck & Buck,96
40896,Between Us,100
40897,The Moderns,126
40898,Predator World,85
40899,Hollywood Cop,
40900,Black Shampoo,85
40901,The Adventures of Sebastian Cole,99
40902,The Hawaiians,134
40903,Puss in Boots,96
40904,Steele Wool,103
40905,Murder Eleven,90
40906,The Nightmare Gallery,94
40907,Listen to Your Heart,102
40908,The Gamers: Dorkness Rising,105
40909,The Last Victim,88
40910,Brothers in Arms,90
40911,Without,88
40912,Parker's Anchor,110
40913,The Return,94
40914,Helen,120
40915,Gypsy 83,94
40916,Tejano,88
40917,The Wrong Mother,86
40918,Separate Ways,92
40919,Dinosaur Valley Girls,94
40920,At War with the Army,93
40921,The Invisible Circus,93
40922,"Big House, U.S.A.",83
40923,Timerider: The Adventure of Lyle Swann,94
40924,Tender Is the Night,142
40925,Dolls,85
40926,Hangover Square,77
40927,Slay Belles,77
40928,I Witness,
40929,Don Quixote,
40930,The Student Prince,107
40931,They Might Be Giants,98
40932,100 Degrees Below Zero,89
40933,My Baby's Daddy,
40934,American Violet,
40935,Pool Party,
40936,Slipstream,96
40937,Going to America,90
40938,Arranged,
40939,Knights,
40940,Clown,87
40941,Lupin the 3rd,133
40942,The Blood Oranges,93
40943,Under the Bed,87
40944,Under the Boardwalk,102
40945,3 Days of Normal,82
40946,Cloudburst,93
40947,EuroClub,93
40948,Ava's Possessions,89
40949,Tropic of Cancer,87
40950,5 Weddings,90
40951,The Great Impostor,113
40952,Phantom Halo,87
40953,Wild Thing,
40954,Frisk,88
40955,Les Misérables,108
40956,The Breaks,86
40957,Uptight,104
40958,A Ciambra,118
40959,Frenchie,81
40960,Shot,98
40961,The Desert Rats,88
40962,Poor Boy,104
40963,Simpatico,106
40964,It is Not the Pornographer That is Perverse...,69
40965,A Thief in the Night,69
40966,The Spanish Main,100
40967,Yamasong: March of the Hollows,95
40968,Trucker,
40969,The Charge of the Light Brigade,115
40970,Come Back to Me,90
40971,The Curse of the Komodo,
40972,The War at Home,123
40973,Black Snake,82
40974,Dune Warriors,93
40975,A Night Before Christmas,95
40976,My Life So Far,98
40977,Shanghai Kiss,106
40978,Hospitality,80
40979,Hold That Ghost,86
40980,Pinocchio,74
40981,The Dead Pit,95
40982,A Woman's Secret,84
40983,Hell's Bloody Devils,89
40984,The FBI Story,149
40985,Prison Girls,93
40986,Deadly Sins,98
40987,The Biggest Bundle of Them All,105
40988,Scar,90
40989,King Lear,90
40990,Sugar Cookies,82
40991,Riddle,100
40992,Talking Walls,85
40993,The Sign of Zorro,
40994,Trick or Treats,91
40995,The 3 Worlds of Gulliver,99
40996,Intimate Obsession,91
40997,Texas Across the River,101
40998,Reap the Wild Wind,123
40999,The Adventures of Panda Warrior,78
41000,Mortal Passions,
41001,Boomerang!,88
41002,Robot Wars,
41003,The Stray,92
41004,Bikini Drive-In,86
41005,Between the Lines,101
41006,Like a Country Song,100
41007,A Dog Year,
41008,A Reckoning,80
41009,Toxin,77
41010,Up the Sandbox,97
41011,Impulse,109
41012,The Forest,85
41013,Papa,107
41014,The Great Northfield Minnesota Raid,91
41015,The Bunnyman Massacre,
41016,The Aryan Couple,119
41017,Baby Blue Marine,90
41018,Purple Hearts,116
41019,Guinevere,104
41020,The Great Lie,108
41021,Takin' It All Off,91
41022,Dementia,56
41023,Danger USA,92
41024,Clean Slate,107
41025,State of the Union,124
41026,Hammett,97
41027,The Cuckold,
41028,Mike's Murder,109
41029,Land of the Blind,110
41030,Ruby,85
41031,The Sign of the Ram,84
41032,Dementia,90
41033,A Ticket to Tomahawk,90
41034,Big Man on Campus,105
41035,All My Sons,94
41036,Make Your Move,110
41037,Exposed,59
41038,Cold Steel,91
41039,The Donner Party,
41040,Trust Fund,107
41041,Hunting Grounds,92
41042,The Hillside Strangler,98
41043,Tabu: A Story of the South Seas,86
41044,It's Impossible to Learn to Plow by Reading Books,
41045,The Island at the Top of the World,93
41046,"My Lover, My Son",96
41047,Secrets of a Chambermaid,99
41048,"Tell Me That You Love Me, Junie Moon",113
41049,Welcome to L.A.,106
41050,Bloodmatch,86
41051,Animal Room,98
41052,Huckleberry Finn,118
41053,Figures in a Landscape,110
41054,Ellie,88
41055,The Sinister Urge,71
41056,Teresa's Tattoo,88
41057,A Time to Love and a Time to Die,132
41058,Atomica,81
41059,Relentless,95
41060,Jimmy P.,117
41061,Grilled,83
41062,Night Eyes II,97
41063,Flying Down to Rio,89
41064,Tough Enough,106
41065,Movie Madness,89
41066,"'night, Mother",96
41067,Grandma's House,95
41068,Shattered,90
41069,Storm Rider,90
41070,Lost Continent,83
41071,Divorce Invitation,110
41072,Special Unit,102
41073,Sexual Life,
41074,Pony Express,101
41075,The Outer Wild,85
41076,Erosion,100
41077,John and Mary,92
41078,Joker Rising,
41079,Radio Free Albemuth,111
41080,There Goes the Neighborhood,88
41081,The Art of Travel,100
41082,Love on the Rise,
41083,Alone Yet Not Alone,103
41084,The Music of Chance,98
41085,Mistress,110
41086,Trouble Along the Way,111
41087,Room Service,78
41088,Underworld U.S.A.,99
41089,Adam Chaplin,84
41090,Rocketship X-M,77
41091,Oscar Pistorius: Blade Runner Killer,90
41092,Two Flags West,92
41093,Julia,95
41094,The Blue Bird,88
41095,Mr. Jones,84
41096,The Time of Their Lives,
41097,Hellzapoppin',84
41098,Barry Munday,95
41099,The Affair,81
41100,Maxie,98
41101,Picking Up the Pieces,95
41102,"Like Sunday, Like Rain",104
41103,Fall Girls,80
41104,The Cube,
41105,To the Limit,98
41106,Wild Side,96
41107,The One and Only,97
41108,4Got10,84
41109,The Left Hand of God,87
41110,Touch,96
41111,The Object of Beauty,103
41112,Garbo Talks,103
41113,All the Rage,99
41114,Museum Hours,107
41115,Time Share,87
41116,Alone We Fight,91
41117,The Guy Who Didn't Like Musicals,112
41118,Road to Zanzibar,91
41119,Modern Girls,84
41120,Five Nights at Freddy's: The Fan Movie,100
41121,No Looking Back,96
41122,Drunks,90
41123,Green Rush,87
41124,"No Deposit, No Return",112
41125,I'm Reed Fish,93
41126,Jess + Moss,83
41127,Dark Age,91
41128,The Unsuspected,103
41129,Girl Followed,
41130,Nipples & Palm Trees,89
41131,The Blue Gardenia,85
41132,Let's Do It Again,95
41133,The All New Adventures of Laurel & Hardy in 'For Love or Mummy',85
41134,Girls After Dark,81
41135,Savage Weekend,88
41136,Closet Land,
41137,I Am ZoZo,85
41138,Clown Fear,109
41139,Vampire Burt's Serenade,76
41140,Hot,90
41141,Enemy Within,100
41142,Superman and the Mole-Men,58
41143,Brides,128
41144,A Fine Mess,90
41145,Return of the Secaucus Seven,104
41146,Thank Your Lucky Stars,127
41147,500 MPH Storm,86
41148,As Young as You Feel,77
41149,The Hi-Lo Country,114
41150,Phone Call from a Stranger,105
41151,Edge of the City,85
41152,My Little Pony: The Movie,86
41153,Eddie Macon's Run,95
41154,Piccadilly Jim,97
41155,Lambada,104
41156,Hot Rods to Hell,92
41157,Capture the Flag,94
41158,Sinner's Blood,81
41159,A Woman for All Men,95
41160,Road to Revenge,90
41161,Bridge of Dragons,92
41162,Second Best,105
41163,Surf II,91
41164,Intermezzo,70
41165,Can't Take It Back,88
41166,Private Parts,87
41167,Things Are Tough All Over,90
41168,"Silent Night, Bloody Night",81
41169,Wicked Lake,95
41170,I Woke Up Early the Day I Died,90
41171,The Mountain Road,102
41172,Girl in Gold Boots,94
41173,Brother's Keeper,118
41174,Hangman's Curse,
41175,Spinout,90
41176,Call of the Wild,88
41177,Clara's Ghost,92
41178,The Swinging Barmaids,88
41179,The Girl in the Park,110
41180,Fear No Evil,99
41181,Santa in Training,
41182,Tower of London,92
41183,Nightfall,83
41184,The Single Girls,83
41185,Pressure Point,91
41186,Project 88: Back to the Future Too,105
41187,Lamb,97
41188,Welcome to Happiness,108
41189,Icebreaker,
41190,The Grass Harp,107
41191,My Sister Eileen,108
41192,The Land Unknown,78
41193,Captain Hagen's Bed & Breakfast,88
41194,Anna and the King of Siam,128
41195,Inside Out,93
41196,Secret Honor,90
41197,40: The Temptation of Christ,98
41198,Ruby in Paradise,114
41199,Cherokee Creek,118
41200,Raid on Rommel,99
41201,The Happy Hooker Goes Hollywood,88
41202,Roberta,106
41203,Coldwater,104
41204,Lured,102
41205,Americathon,86
41206,Monstrosity,65
41207,Adult Interference,85
41208,Inheritance,75
41209,Repo Chick,85
41210,Bernard and Doris,102
41211,Deadman Standing,92
41212,In Search of Fellini,93
41213,Mr. Jealousy,103
41214,Mafia,78
41215,Twin Sitters,93
41216,Red Knot,80
41217,Happy Endings Sleepover,100
41218,Destroyer,94
41219,3 Nuts in Search of a Bolt,79
41220,The Tomb of Ligeia,
41221,Candy Stripers,89
41222,ExTerminators,92
41223,Long John Silver,106
41224,The Girl,
41225,The Jurassic Dead,82
41226,Female Zombie Riot,95
41227,How to Make a Monster,73
41228,Who Shot Pat?,
41229,Scandal Sheet,82
41230,Some Freaks,97
41231,Yomeddine,97
41232,One Sunday Afternoon,90
41233,Road to Hell,87
41234,Tomorrow Is Forever,104
41235,The Connection,110
41236,Heart of the Country,87
41237,Hollywood Sex Wars,106
41238,Strip Club Massacre,101
41239,The Prisoner of Zenda,108
41240,Space Warriors,93
41241,The World of Henry Orient,106
41242,Charly,103
41243,Judas Kiss,98
41244,All the Queen's Men,99
41245,Little Bird's Big Adventure,
41246,Bird of Paradise,80
41247,To the Ends of the Earth,109
41248,The Unholy Rollers,88
41249,Oxygen,92
41250,The Man Who Saw Tomorrow,90
41251,Misunderstood,91
41252,The Walking Deceased,88
41253,Lurking Fear,76
41254,The Incredible 2-Headed Transplant,88
41255,Girlfriends,86
41256,Berlin Express,87
41257,The Finest Hour,105
41258,Teacher's Pet,73
41259,The Other Side of Heaven 2: Fire of Faith,117
41260,The Baxter,91
41261,Dot the I,
41262,Yellow Sky,98
41263,Chastity,83
41264,Curious George 2: Follow That Monkey!,80
41265,Copacabana,92
41266,Frank & Jesse,105
41267,Women and Sometimes Men,87
41268,Jersey Shore Massacre,88
41269,Black Coffee,85
41270,Mr. Bug Goes to Town,78
41271,Gina Brillon: The Floor is Lava,60
41272,Abigail Lesley Is Back in Town,100
41273,Repligator,86
41274,Beyond the Forest,97
41275,Buchanan Rides Alone,80
41276,Beta Test,88
41277,So Dark the Night,71
41278,All Roads Lead Home,
41279,Rodeo & Juliet,88
41280,The Letter,92
41281,First Snow,101
41282,City Limits,86
41283,Farce of the Penguins,80
41284,Don Quixote,83
41285,New Best Friend,91
41286,The House on Pine Street,111
41287,Mosul,
41288,Home Before Dark,136
41289,Meet Wally Sparks,105
41290,Chill Factor,102
41291,Tarzan Escapes,89
41292,Tag: The Assassination Game,90
41293,The Traveler,96
41294,The Last Word,90
41295,The Man from Elysian Fields,106
41296,Premature Burial,81
41297,Together Again,93
41298,Loaded,
41299,InSearchOf,102
41300,Let's Talk About Sex,82
41301,Dick Tracy,61
41302,All Through the House,88
41303,Barbie: The Princess & the Popstar,86
41304,The Creatress,110
41305,How He Fell in Love,107
41306,Kill Thy Neighbor,90
41307,Hell and High Water,103
41308,I'll Sleep When I'm Dead,102
41309,Georgia,115
41310,Apache Drums,76
41311,Call Girl of Cthulhu,92
41312,The Unsaid,111
41313,Bethany,90
41314,Alcatraz,90
41315,"Athena, the Goddess of War",86
41316,"Bon Voyage, Charlie Brown (and Don't Come Back!!)",75
41317,The Unborn,
41318,The Waterdance,106
41319,Lady for a Day,96
41320,Triggered,114
41321,Blast,
41322,Turn It Up,86
41323,Pandemic,91
41324,In This Our Life,97
41325,Jamie Marks Is Dead,101
41326,The Next Man,108
41327,Killer in Suburbia,90
41328,Days and Nights,92
41329,Back to Bataan,95
41330,Pocket Money,102
41331,Gang of Roses,
41332,Mark of the Vampire,60
41333,The Revolt of Mamie Stover,92
41334,Faith Based,
41335,Future-Kill,89
41336,One of the Good Ones,80
41337,"Bro, What Happened?",86
41338,Free Enterprise,113
41339,Aftermath,84
41340,Cake,94
41341,Brain Donors,
41342,Madea's Tough Love,64
41343,Glass Jaw,98
41344,Dickshark,149
41345,Fronteras,105
41346,Magic in the Water,98
41347,Suckers,87
41348,Ghost of Goodnight Lane,96
41349,Father's Little Dividend,82
41350,Sam's Song,89
41351,Fugitive Lovers,82
41352,Some Mother's Son,112
41353,Video Vixens!,
41354,"10,000 Days",91
41355,Out on a Limb,
41356,The Fever,83
41357,It's My Turn,
41358,Re-Kill,88
41359,Mozart and the Whale,94
41360,The Tao of Steve,87
41361,Temptress,93
41362,Nine Deaths of the Ninja,94
41363,Night Eyes,97
41364,Rope of Sand,104
41365,"Boy, Did I Get a Wrong Number!",99
41366,The Penny Dreadful Picture Show,101
41367,"Live a Little, Love a Little",90
41368,Bad,105
41369,Sex Appeal,81
41370,All the Creatures Were Stirring,80
41371,Treasure Island,103
41372,Attack of the Puppet People,79
41373,Natural Selection,
41374,Alien Raiders,85
41375,Alias Jesse James,92
41376,The Bell Witch Haunting,91
41377,"Kiss Me, Kill Me",100
41378,Starving in Suburbia,84
41379,Saving Sarah Cain,
41380,It Happened at the World's Fair,105
41381,"Too Much, Too Soon",121
41382,The Promise,97
41383,The Dark Corner,99
41384,Falling for Grace,105
41385,The Nutcracker,92
41386,Easy Rider 2: The Ride Home,99
41387,The Todd Killings,93
41388,The Facts of Life,103
41389,The Pirate,102
41390,Eleni,114
41391,Tom Cool,
41392,Witchtrap,92
41393,Any Day,100
41394,The Price of Kissing,93
41395,Agony,115
41396,Abilene Town,89
41397,One Way to Valhalla,
41398,Teen Monster,92
41399,La Mission,117
41400,The Temp,96
41401,A Day Without a Mexican,100
41402,Nice Guy Johnny,89
41403,Pig,70
41404,Horse Camp: A Love Tail,
41405,Child Bride,62
41406,West of the Divide,54
41407,Not Another Not Another Movie,99
41408,The Locusts,124
41409,Coming Through the Rye,97
41410,Ride the Wild Surf,
41411,The Notorious Landlady,123
41412,Record City,90
41413,Greenfingers,91
41414,Abbott and Costello Meet the Mummy,79
41415,The Love Machine,108
41416,Undiscovered,97
41417,All Out Dysfunktion!,85
41418,Zero Day,92
41419,12 and Holding,90
41420,Cheetah,83
41421,The Wedding Party,92
41422,Born to Fight,90
41423,The Quiet American,120
41424,You're Killing Me,88
41425,Operator,87
41426,The Evil Down the Street,97
41427,Deceiver,106
41428,Parts Per Billion,98
41429,The Spitfire Grill,117
41430,Jubal,100
41431,The Enchanted Cottage,91
41432,Hannibal Brooks,101
41433,People Places Things,85
41434,Paranormal Whacktivity,89
41435,Shadow People,89
41436,Barbary Coast,91
41437,Bigfoot's Wild Weekend,85
41438,Triumph of the Spirit,120
41439,The Tribe,97
41440,The Aftermath,95
41441,Thomas Kinkade's Christmas Cottage,103
41442,Christmas Mail,89
41443,Broken,97
41444,The Dummy,
41445,Crash Site,90
41446,Nothing Lasts Forever,82
41447,Line of Duty,
41448,Firestorm,89
41449,Say You Will,95
41450,The Lost World,
41451,Chain of Death,101
41452,Kill Theory,85
41453,Twice Upon a Yesterday,91
41454,Secret of the Incas,100
41455,What's the Matter with Helen?,101
41456,Book of Fire,85
41457,Man of the World,74
41458,The Killer That Stalked New York,76
41459,Alley Cat,82
41460,The Black Shield of Falworth,99
41461,Interior,82
41462,To Each His Own,122
41463,The Spider Woman,63
41464,None But the Brave,106
41465,Something Wild,113
41466,The Falls: Covenant of Grace,119
41467,Beyond Therapy,93
41468,Nation's Fire,
41469,The Falcon Takes Over,65
41470,Close Enough to Touch,87
41471,Best Night Ever,90
41472,The Greatest,
41473,Killer Eye: Halloween Haunt,69
41474,Walled In,100
41475,sxtape,82
41476,Mary,83
41477,Boom Town,119
41478,Sherlock Holmes and the Voice of Terror,65
41479,The Midnight Man,117
41480,A Marine Story,98
41481,Sergeants 3,112
41482,Land of Plenty,123
41483,Rhapsody in Blue,135
41484,Unleashed,96
41485,The Nth Ward,100
41486,The Wreck of the Mary Deare,105
41487,Shepherds and Butchers,106
41488,The Honeymooners,90
41489,Mystery Science Theater 3000: The Movie,73
41490,This Is the Night,80
