Title,Language
Slaughter on 10th Avenue,English
Let's Do It Again,English
Chinese Puzzle,French
Chinese Puzzle,English
Chinese Puzzle,Spanish
Chinese Puzzle,Chinese
Chinese Puzzle,Yiddish
Fury,English
Day of the Badman,English
The Naked Truth,English
Dangerous Game,English
Deadtime Stories,English
An Actor Prepares,English
36 Hours,English
36 Hours,German
36 Hours,Portuguese
36 Hours,French
Backlash,English
Midnighters,English
Downhill Racer,English
Downhill Racer,German
Downhill Racer,French
Comes a Horseman,English
And God Created Woman,English
How to Be a Player,English
The Trip to Bountiful,English
Up the Academy,English
I Melt with You,English
The Reivers,English
Dorothy and the Witches of Oz,English
An American Affair,English
The Hoax,English
Roger Corman's Frankenstein Unbound,English
Jack and the Beanstalk,English
Time Out of Mind,English
Man-Thing,English
Frankenstein's Army,English
Chillerama,English
Olivia,English
Shall We Dance,English
Shall We Dance,French
The Unspeakable Act,English
Fresh Horses,English
Then She Found Me,English
Then She Found Me,Hebrew
The Virginian,English
The Inn of the Sixth Happiness,English
The Inn of the Sixth Happiness,Japanese
The Inn of the Sixth Happiness,Mandarin
The Inn of the Sixth Happiness,Russian
The Inn of the Sixth Happiness,Cantonese
Beer League,English
My One and Only,English
Wanda,English
Love Affair,English
Love Affair,French
Advise & Consent,English
Stepfather II,English
While She Was Out,English
While She Was Out,Spanish
While She Was Out,Chinese
Never So Few,English
Stray Dolls,English
Stray Dolls,Nepali
G.I. Blues,English
G.I. Blues,German
G.I. Blues,Italian
"Heaven Knows, Mr. Allison",English
"Heaven Knows, Mr. Allison",Japanese
Follow the Fleet,English
The Long Haul,English
The Next Best Thing,English
The Next Best Thing,French
Thieves Like Us,English
An American Rhapsody,English
An American Rhapsody,Hungarian
Road to Bali,English
Lolita 2000,English
Hollywood Boulevard,English
A Simple Wedding,English
American Rampage,English
Mad Love,English
All Things Fall Apart,English
Love After Love,English
Sleep with Me,English
Dr. Ehrlich's Magic Bullet,English
Drum Beat,English
Just Like a Woman,English
Wild Nights with Emily,English
Stormy Monday,English
Stormy Monday,Polish
Double Take,English
Double Take,Spanish
Love and Bullets,English
I Never Promised You a Rose Garden,English
Lisa,English
Biggles: Adventures in Time,English
Biggles: Adventures in Time,German
Biggles: Adventures in Time,French
Return to Two Moon Junction,English
Big Eden,English
Highway to Havasu,English
Human Desire,English
American Woman,English
X-15,English
Eating Out: The Open Weekend,English
Eating Out: The Open Weekend,Spanish
Baby: Secret of the Lost Legend,English
Baby: Secret of the Lost Legend,French
"Guns, Girls and Gambling",English
Furlough,English
AWOL,English
Crossfire,English
Roller Boogie,English
Bustin' Loose,English
Godzilla: King of the Monsters!,English
Godzilla: King of the Monsters!,Japanese
Cherry Pop,English
Redacted,English
Redacted,French
Redacted,Arabic
Redacted,German
The Giant,English
The Hot Flashes,English
Royal Flash,English
The Harrad Experiment,English
Carpool,English
Buddy Buddy,English
The Illustrated Man,English
Strangers with Candy,English
Love's Labour's Lost,English
I Want to Live!,English
Beyond a Reasonable Doubt,English
Morituri,English
The Other Side of Heaven,English
The Other Side of Heaven,Tonga
Shock Waves,English
Bruiser,English
Bruiser,Spanish
Right at Your Door,English
Field of Lost Shoes,English
The Mistress of Spices,English
Bat*21,English
Beneath,English
Pride,English
Stage Door Canteen,English
Stage Door Canteen,Russian
Stage Door Canteen,Spanish
Mardi Gras: Spring Break,English
Bomb City,English
Swing Time,English
Swing Time,French
There Be Dragons,English
Mrs Dalloway,English
The Contract,English
Who's Your Caddy?,English
Surprise Me!,English
Underdogs,Spanish
Underdogs,English
Speaking of Sex,English
Girl Walks Into a Bar,English
Aspen Extreme,English
Mr. Jones,English
Odds Against Tomorrow,English
Fled,English
Fled,Spanish
Virgin High,English
A Thousand Acres,English
Two Thousand Maniacs!,English
The Game of Their Lives,English
The Game of Their Lives,Spanish
Cold Comes the Night,English
Sorority House Massacre,English
Ghost Light,English
Summer Camp,English
Tentacles,English
Welcome to New York,English
Welcome to New York,French
Lady in a Cage,English
Homeboy,English
F/X2,English
Frozen River,English
Frozen River,French
Frozen River,Chinese
Frozen River,Urdu
Frozen River,Mohawk
"Dance, Girl, Dance",English
Sparkle,English
Most Likely to Murder,English
Super Fuzz,Italian
Super Fuzz,English
A Cry in the Wild,English
Countdown,English
Reunion in France,English
Reunion in France,German
Reunion in France,French
Lawman,English
White Sands,English
Song of Love,English
Mrs. Winterbourne,English
Crime Busters,Italian
Crime Busters,English
The Outsider,English
Wicked,English
Life Stinks,English
Life Stinks,Spanish
Shakedown,English
Sam,English
The Giant Gila Monster,English
The Five Pennies,English
Straight Outta Oz,English
Phantom of the Opera,English
Summer of 8,English
Sextette,English
Sextette,Italian
Sextette,Russian
Streetwalkin',English
Plump Fiction,English
Mr. Nanny,English
Mr. Nanny,German
Into the Sun,English
Into the Sun,Japanese
Nightmare Nurse,English
Good Girls Get High,English
The Puppet Masters,English
"Steamboat Bill, Jr.",English
The Last Survivors,English
The Heart Is a Lonely Hunter,English
The Heart Is a Lonely Hunter,American Sign Language
The Cleanse,English
To Sleep with Anger,English
The Brothers Karamazov,English
The Brothers Karamazov,Polish
The Brothers Karamazov,Russian
The Scalphunters,English
Deadly Prey,English
Sprung,English
Planet of the Vampires,Italian
Planet of the Vampires,English
The Cocoanuts,English
Ashanti,English
Haze,English
Unaccompanied Minors,English
Unaccompanied Minors,Spanish
The Survivors,English
The Survivors,Spanish
I'll Cry Tomorrow,English
Scaramouche,English
Pray for Rain,English
Eight Days a Week,English
Beyond White Space,English
The Real McCoy,English
The Weekend,English
"Enemies, A Love Story",English
Sonny,English
Spare Room,English
Til Death Do Us Part,English
Deadfall,English
Salt and Fire,English
Salt and Fire,German
Salt and Fire,Quechua
Salt and Fire,Spanish
The Trials of Cate McCall,English
Dad,English
The Evening Hour,English
James White,English
The Spoilers,English
The Carpetbaggers,English
American Yakuza,English
Beyond the Gates,English
Jakob the Liar,English
The House on the Hill,English
The Amazing Panda Adventure,English
Daisy Miller,English
Daisy Miller,French
Daisy Miller,Italian
The Three Musketeers,English
The Born Losers,English
Munchies,English
Russian Doll,English
Devil's Due,English
Devil's Due,Spanish
Devil's Due,Latin
The Good Guy,English
Plush,English
Let There Be Light,English
Hell's Kitchen,English
Girlfriend's Day,English
Bébé's Kids,English
Friendly Persuasion,English
A Bucket of Blood,English
Walking the Halls,English
Redline,English
The Old Man and the Sea,English
Lolly-Madonna XXX,English
We Don't Live Here Anymore,English
Boss Nigger,English
Incognito,English
Silver Dollar,English
After She Wakes,English
The Canyon,English
Lucky Bastard,English
Killer Party,English
American Ninja 4: The Annihilation,English
Smosh: The Movie,English
Purple People Eater,English
Death Game,English
The Legend of Lylah Clare,English
Surveillance,English
Angels' Brigade,English
Most Likely to Murder,English
Turbulence,English
The Wild Thornberrys,English
Elvira's Haunted Hills,English
Drive,English
Walter,English
The Killing Room,English
Macbeth,English
Macbeth,Latin
Blackenstein,English
Undercover Brother 2,English
Blood and Sand,Spanish
Blood and Sand,English
The Sunchaser,English
The Sunchaser,Navajo
Dark Was the Night,English
Malevolence,English
Bully,English
The Point,English
"I Love You, I Love You Not",English
Godsend,English
Fluke,English
Repossessed,English
Serious Moonlight,English
Roadhouse 66,English
Chaos,English
"Beg, Borrow or Steal",English
"Beg, Borrow or Steal",French
Blankman,English
"Baby, Baby, Baby",English
Theodore Rex,English
Little Birds,English
The Crash,English
Texas,English
Men in War,English
Daddy Issues,English
Love Liza,English
Beautiful Something,English
Norman,English
Norman,Hebrew
Once I Was a Beehive,English
Black Mama White Mama,English
The Evil,English
Wheels,English
Fishing Naked,English
The Happiest Millionaire,English
The Six Wives of Henry Lefay,English
The Banger Sisters,English
The Incredible Melting Man,English
King of California,English
King of California,Spanish
In Full Bloom,Japanese
In Full Bloom,English
Of Unknown Origin,English
The Hot Rock,English
Man's Best Friend,English
Approaching the Unknown,English
Gone Are The Days,English
Mr. Woodcock,English
Guys Reading Poems,English
"If It's Tuesday, This Must Be Belgium",English
Legionnaire,English
Citizen Ruth,English
Hour of the Gun,English
The Major and the Minor,English
How to Murder Your Wife,English
How to Murder Your Wife,Italian
New Jersey Drive,English
The Lonely Guy,English
The Seven-Ups,English
The Seven-Ups,Italian
Marci X,English
End Game,English
The Trouble with Mistletoe,English
The Night the Lights Went Out in Georgia,English
Other People's Money,English
Other People's Money,Japanese
All Dogs Go to Heaven 2,English
The Red House,English
Prison,English
The Runner,English
Cousins,English
The Taming of the Shrew,English
Burglar,English
If Lucy Fell,English
I Remember Mama,English
I Remember Mama,Norwegian
I Remember Mama,Latin
I Remember Mama,French
Tarzan and the Lost City,English
Tarzan and the Lost City,Zulu
A Troll in Central Park,English
Reality Queen!,English
"Hi, Mom!",English
Making Mr. Right,English
Beach Babes from Beyond,English
Dirty 30,English
Pumpkin,English
Homecoming,English
Mythica: The Darkspore,English
The Landlord,English
Blue in the Face,English
I Smile Back,English
Bernie the Dolphin 2,English
Oh Lucy!,English
Oh Lucy!,Japanese
Nostalgia,English
The Young Philadelphians,English
Killer Cove,English
Life Happens,English
Damage,English
Irreconcilable Differences,English
It Came from Beneath the Sea,English
Electrick Children,English
Copying Beethoven,English
The Fugitive Kind,English
Norm of the North: King Sized Adventure,English
30 Nights,English
Son of the Pink Panther,English
Son of the Pink Panther,Italian
The Shadow Effect,English
Duck Duck Goose,English
Duck Duck Goose,Mandarin
Silhouette,English
Echelon Conspiracy,English
Echelon Conspiracy,Russian
Hunger,English
The Last Exorcism 2,English
Uncertain Glory,English
Uncertain Glory,German
Uncertain Glory,French
Heavenly Sword,English
Cover Girl,English
American Nudist,English
The Brothers,English
The Brothers,French
The Little Princess,English
The Little Princess,Hindi
Sylvie's Love,English
Happy Accidents,English
The Greatest,English
Arizona,English
Arizona,Spanish
Two Can Play That Game,English
Send Me No Flowers,English
Send Me No Flowers,Italian
Legend of the Lost,English
Best Defense,English
Dread,English
Big Stone Gap,English
Never Too Young to Die,English
Green Mansions,English
Come September,English
Come September,Italian
The Dark Red,English
A Foreign Affair,English
A Foreign Affair,German
Sudden Fear,English
Hamlet 2,English
Hamlet 2,Spanish
The Prophet,English
Mame,English
Mame,Japanese
Mame,French
Mame,Russian
Gymkata,English
Shanghai Express,English
Shanghai Express,French
Shanghai Express,Cantonese
Shanghai Express,German
Cartels,English
The Americanization of Emily,English
Loverboy,English
Frankenstein,English
Countdown,Russian
Countdown,English
My Sassy Girl,English
Dead Birds,English
Riding the Bullet,English
The Trigger Effect,English
Criss Cross,English
Pennies from Heaven,English
Snow White,English
The Maiden Heist,English
The Funeral,English
The Funeral,Italian
Pretty Smart,English
Caged Fury,English
Kings Row,English
Kings Row,French
The Incredible Mr. Limpet,English
"Kiss Me, Stupid",English
The Sweet Life,English
Casting Couch,English
Jailhouse Rock,English
Jug Face,English
The Veil,English
Wild River,English
The Long Weekend,English
Housewife,English
Maine,English
'Gator Bait,English
The Veil,English
That Old Feeling,English
The Promotion,English
The Promotion,Spanish
Avalon,English
Avalon,Yiddish
Battle of the Year,English
Dean,English
Undateable John,English
Greetings,English
The Woods,English
Hard to Die,English
Cleopatra,English
Dead Pigs,Mandarin
Dead Pigs,English
The Mighty Quinn,English
The Stupids,English
The Stupids,French
Streets,English
House of Dark Shadows,English
Bad Country,English
The Deep End,English
Beneath Us,English
Beneath Us,Spanish
Mirror Mirror,English
A Day at the Races,English
A Day at the Races,Italian
Say Yes,English
Hurricane Bianca,English
Hurricane Bianca,Spanish
Almost Christmas,English
The Parting Glass,English
Geography Club,English
The Rainmaker,English
A Guy Named Joe,English
Band of Robbers,English
I Love Trouble,English
Being Flynn,English
Without Reservations,English
Without Reservations,Spanish
Finian's Rainbow,English
Finian's Rainbow,French
The Manitou,English
The River,English
The River,Bengali
Anchors Aweigh,English
Anchors Aweigh,Spanish
Jayne Mansfield's Car,English
2050,English
Born in East L.A.,English
Born in East L.A.,Spanish
Before I Disappear,English
The Sting II,English
The Sting II,French
Under the Volcano,English
Under the Volcano,Spanish
Arabesque,English
Employee of the Month,English
