Performer,Metascore
David Bishins,45.0
David Blackwell,72.0
David Bluestein,16.0
David Bly,39.0
David Boles II,25.0
David Bolt,60.0
David Bonfadini,18.0
David Booth,65.0
David Boreanaz,33.5
David Born,48.75
David Bortolucci,8.0
David Bowe,44.6
David Bowers,47.0
David Bowie,49.6
David Boyce,29.0
David Bradley,51.0
David Brandon,54.0
David Brian,50.0
David Brian Alley,50.0
David Brian Altieri,44.0
David Brian Martin,30.0
David Brisbin,73.0
David Brown,57.4
David Brown-King,48.0
David Bruckner,61.0
David Budd,44.0
David Bundgren,74.0
David Buneta,91.0
David Burdick,76.0
David Burke,42.333333333333336
David Burnham,29.0
David Burrows,69.0
David Burrus,49.0
David Burton,36.666666666666664
David Butler,42.0
David Byrd,47.0
David Byrne,67.0
David Byron,60.5
David Cade,50.0
David Caffrey,46.0
David Calder,51.57142857142857
David Cale,59.166666666666664
David Call,64.8
David Callegati,56.0
David Cameron,54.0
David Canary,80.0
David Caprita,56.0
David Carl,39.0
David Carpenter,30.0
David Carradine,49.5625
David Carrera,40.5
David Carson,56.0
David Caruso,51.55555555555556
David Carzell,49.0
David Castañeda,53.5
David Castillo,26.0
David Castle,54.0
David Castro,48.4
David Cell,51.0
David Chandler,54.333333333333336
David Chen,71.5
David Cheung,33.0
David Chevers,39.0
David Chow,49.0
David Christopher,22.0
David Chung,36.5
David Clarke,43.0
David Clatworthy,47.0
David Clay,70.0
David Clayton Rogers,53.0
David Clendenning,37.0
David Clennon,58.86666666666667
David Cloud,30.0
David Clover,77.0
David Coburn,60.0
David Coffin,72.0
David Cole,46.0
David Conley,24.0
David Connolly,74.0
David Conrad,49.6
David Cooley,51.0
David Copperfield,44.0
David Costabile,53.0
David Cowen,45.0
David Cowgill,49.25
David Crane,36.0
David Crawford,47.0
David Creamer,68.0
David Crean,18.0
David Cromer,79.0
David Cronenberg,46.25
David Cropman,45.0
David Cross,58.88
David Cryer,66.5
David Cubitt,34.666666666666664
David Cuddy,56.0
David D. Wright,70.0
David Dahlbom,68.0
David Damas,28.0
David Dantowitz,24.0
David Darlow,46.0
David Dastmalchian,66.0
David Dayan,26.0
David Dayan Fisher,39.0
David DeHart,34.0
David DeLao,64.0
David DeLuise,28.5
David DeSanctis,41.0
David Dean Bottrell,46.0
David Deblinger,49.25
David Del Rio,47.0
David Della Rocco,34.0
David Dencik,45.5
David Denman,43.611111111111114
David Devey,57.0
David Devir,64.0
David Diaan,43.75
David Diamante,35.0
David Dickson Reynolds,55.0
David Dino Wells Jr.,47.0
David Ditmore,47.0
David Dorfman,52.166666666666664
David Doty,60.666666666666664
David Douglas,32.0
David Doyle,38.0
David Drake,71.0
David Driver,64.0
David Drumm,44.0
David Duchovny,47.11764705882353
David Duggan,45.0
David Dukas,44.0
David Dukes,56.25
David Dunard,39.0
David Dundara,78.0
David Dunn,48.0
David Durbin,46.0
David Dwyer,39.75
David E. Allen,71.0
David E. Collier,18.0
David Early,71.0
David Ebert,43.5
David Edward Campbell,67.0
David Efron,53.0
David Eggby,19.0
David Eigenberg,38.166666666666664
David Elliot,56.0
David Ellison,44.0
David Emge,71.0
David Ensor,66.0
David Errigo Jr.,31.0
David Essex,26.0
David Estridge,77.0
David F. Park,50.0
David Fabelo,49.0
David Fabrizio,72.0
David Fahm,21.0
David Fawaz,65.0
David Feldman,53.0
David Ferguson,49.0
David Fernandez Jr.,57.0
David Ferry,34.0
David Field,64.0
David Figlioli,33.0
David Fine,60.8
David Firth,57.0
David Fisher,75.0
David Fitzgerald,44.0
David Fleeshman,74.0
David Foil,86.0
David Fonteno,58.25
David Ford,61.0
David Forman,35.5
David Forrester,54.0
David Foster,72.0
David Foxxe,67.0
David Foy,49.0
David Francis,40.0
David Frankham,71.66666666666667
David Franklin,56.0
David Fraser,37.0
David Fredericks,51.0
David Fuit,60.0
David Furr,50.333333333333336
David Futernick,69.0
David G. Knappe,42.0
David Gale,54.0
David Gallagher,40.666666666666664
David Gane,31.0
David Gant,61.666666666666664
David Gardner,45.0
David Garelik,80.0
David Garfield,69.0
David Garland,67.0
David Garrick,57.0
David Gasman,78.0
David Gauld,79.0
David Gee,33.0
David Germano,56.0
David Gianopoulos,43.0
David Gideon,64.0
David Gilbert,5.0
David Gilliam,51.0
David Giuntoli,52.666666666666664
David Glasser,47.0
David Glen Eisley,36.0
David Goldman,42.0
David Gombert,73.0
David Gordon,21.0
David Gore,36.0
David Goryl,25.0
David Gottfried,57.0
David Graf,34.8
David Graham,28.0
David Grammer,71.0
David Grant Wright,75.0
David Greathouse,37.0
David Greenfield,75.0
David Greenlee,41.0
David Greenman,62.0
David Greenspan,54.5
David Grieco,25.0
David Gurian,60.0
David Gutierrez,53.0
David Guy Levy,22.0
David Guzzone,1.0
David Gyasi,57.333333333333336
David H. Sterry,21.0
David H. Stevens,42.666666666666664
David Hahn,42.0
David Haig,42.0
David Haley,67.0
David Hall,38.0
David Hanson,61.0
David Harbour,50.05555555555556
David Harewood,58.0
David Harman,40.0
David Harris,58.0
David Harrison,50.0
David Hart,57.0
David Haskell,57.0
David Hasselhoff,40.57142857142857
David Hatton,66.0
David Haydn-Jones,57.0
David Hayman,66.0
David Haysom,59.0
David Healy,54.5
David Heap,66.0
David Hedison,58.0
David Hemblen,28.5
David Hemmings,56.8
David Henrie,28.0
David Herbst,34.0
David Herman,52.75
David Hernandez,44.0
David Herrara,30.0
David Hess,59.0
David Hewlett,87.0
David Heyman,10.0
David Heymann,48.0
David Hickey,52.0
David Higginbotham,50.0
David Hinson,75.0
David Hirsch,46.0
David Hobbs,57.0
David Hoflin,58.0
David Holbrook,39.0
David Hollander,21.0
David Holmes,38.0
David Holt,79.0
David Homyk,44.0
David Horovitch,37.5
David Horton,71.0
David House,42.25
David Hovan,45.0
David Hoyt,61.0
David Huband,50.833333333333336
David Huddleston,55.0
David Huffman,51.5
David Hugghins,47.0
David Hunt,35.5
David Hurst,45.5
David Hyde Pierce,53.0
David Ilku,49.0
David Isaacs,59.0
David Iserson,52.0
David Ivanov,78.0
David J. Cohen,10.0
David J. Cork,42.0
David J. Curtis,37.0
David J. McGuire,41.0
David J. Nicholls,64.0
David J. Phillips,31.0
David Jacox,40.0
David James,44.0
David James Elliott,54.0
David Janssen,62.0
David Jean Thomas,34.333333333333336
David Jensen,46.76190476190476
David Johann,36.0
David Johansen,44.4
David Jones,86.0
David Joseph Craig,69.33333333333333
David Joseph Martinez,49.0
David Joyner,44.0
David Julian Hirsh,67.0
David K. Blase,91.0
David K. Guida II,43.0
David K. Schroeder,49.0
David Kaff,92.0
David Kagen,30.0
David Kallaway,68.0
David Kammenos,51.0
David Kang,83.0
David Kaplan,54.0
David Katims,30.0
David Katz,80.0
David Kaye,39.0
David Keats,25.0
David Keith,55.4375
David Kelly,55.333333333333336
David Kennedy,42.666666666666664
David Kienzle,61.0
David Kieserman,75.0
David Kirk Traylor,40.0
David Kirkbride,59.0
David Klein,70.0
David Knell,45.25
David Koechner,44.51282051282051
David Kogen,37.0
David Kohlsmith,52.0
David Kopp,31.5
David Koppell,80.0
David Kriegel,78.0
David Kronawitter,46.0
David Kross,65.0
David Krug,58.0
David Krumholtz,55.36
David Krumov,20.0
David Kuhn,80.0
David L. Crowley,61.0
David L. King,35.0
David L. Lander,53.0
David L. Osborne Jr.,73.0
David La Haye,49.0
David Labiosa,35.0
David Lajoie,38.0
David Lambert,34.0
David Landsberg,68.0
David Langill,40.0
David Lansbury,58.5
David Larouche,44.0
David Lascher,53.0
David Laurence,50.0
David Lawrence Brown,40.0
David Lawrence Regal,58.0
David Lawson Jr.,80.0
David Lea,40.0
David Lee Denny Jr.,24.0
David Lee McInnis,63.0
David Lee Russek,34.0
David Lee Smith,52.0
David Leisure,70.0
David Leitch,33.0
David Lengel,68.0
David Lennie,41.0
David Lenthall,58.0
David Leo Schultz,67.0
David Leon,44.0
David Letterman,42.5
David Levien,66.0
David Lewis,61.2
David Lichine,60.0
David Lind,24.0
David Lipper,43.666666666666664
David Little,73.0
David Livingston,56.0
David Llewellyn,47.0
David Lobo,79.0
David Lochary,47.0
David Lodge,50.333333333333336
David Longworth,4.0
David Love,54.0
David Lovgren,31.0
David Lowe,48.0
David Lynch,57.333333333333336
David Lyons,50.0
David M. Ames,46.0
David M. Farrington,65.0
David M. O'Dell,91.0
David M. Wallace,63.0
David Mabukane,30.0
David MacLean,32.0
David MacNiven,46.0
David Macniven,33.0
David Madingi,65.0
David Maldonado,50.44444444444444
David Maloney,72.0
David Manis,63.0
David Mann,48.25
David Manzanares,62.5
David Marciano,37.666666666666664
David Margulies,55.5
David Marshall Grant,48.285714285714285
David Masajnik,38.0
David Mattey,45.0
David Maynard,32.0
David Mazouz,28.5
David McCallum,86.0
David McCharen,57.5
David McConnell,23.0
David McCracken,50.0
David McCullough,72.0
David McDonald,60.0
David McKnight,66.0
David McLean,33.0
David McNally,40.0
David McSavage,65.0
David Medel,42.0
David Melissaratos,42.0
David Melville,54.0
David Mendenhall,40.0
David Menkin,58.0
David Meunier,57.0
David Meyers,42.0
David Michael Holmes,25.0
David Michael Silverman,59.0
David Middaugh,48.0
David Midthunder,56.666666666666664
David Milford,49.0
David Miller,27.0
David Milton-Jones,47.0
David Mixner,47.0
David Mogentale,30.0
David Monahan,38.0
David Moradzadeh,21.0
David Moreland,64.0
David Moretti,56.0
David Morley Hale,55.0
David Morrissey,44.6
David Morse,53.714285714285715
David Moscow,46.875
David Moss,40.0
David Mucci,85.0
David Muir,54.0
David Muller,40.0
David Murray,43.5
David Myers Gregory,53.0
David Naughton,45.0
David Neal,43.0
David Neff,32.0
David Neidorf,75.66666666666667
David Nelson Black,60.0
David Neumann,45.0
David Newsom,64.0
David Newton,25.0
David Ngoombujarra,16.0
David Nichols,25.0
David Nicholson,64.0
David Niven,52.375
David Niven Jr.,44.0
David Nordstrom,66.0
David Novotný,56.0
David Nyblom,48.0
David Nykl,33.0
David Nzinga,61.0
David O'Brien Hart,31.0
David O'Donnell,33.666666666666664
David O'Hara,46.5
David O'Kelly,14.0
David O'Reilly,60.0
David Ogden Stiers,51.5
David Okihiro,54.0
David Oliver,62.0
David Opatoshu,64.0
David Ortiz Angleró,67.0
David Osterhout,61.0
David Otunga,45.0
David Oyelowo,55.89473684210526
David P. Smith,61.5
David Packer,42.0
David Packouz,57.0
David Paetkau,33.5
David Paladino,20.0
David Palffy,36.0
David Park,39.0
David Parker,40.0
David Parsons,73.0
David Pasquesi,45.75
David Patrick Green,6.0
David Patrick Kelly,61.21052631578947
David Paul,46.0
David Paulus,55.0
David Paymer,54.40625
David Pearse,55.5
David Pease,47.0
David Pendleton,78.0
David Perez,57.0
David Permenter,17.0
David Petersen,61.5
David Petruzzi,46.5
David Pevsner,42.0
David Pickens,61.0
David Pingree,26.0
David Pittu,62.0
David Pokitillow,86.0
David Pollock,54.0
David Povall,62.0
David Powledge,86.0
David Pressman,62.0
David Pridemore,72.0
David Proval,49.36363636363637
David Prowse,76.66666666666667
David Quane,33.0
David Quinn,61.0
David R. Buchstaber,67.0
David R. Jarrott,64.0
David Radford,50.0
David Raeford-Davis,71.0
David Ramsey,43.5
David Rappaport,30.0
David Rasche,42.411764705882355
David Ratajczak,35.0
David Reale,46.0
David Redden,67.0
David Reece,61.0
David Rees,43.0
David Reid,45.0
David Reynolds,32.0
David Reynoso,31.0
David Rhein,28.0
David Rhodes,70.5
David Richards,57.0
David Richardt,42.0
David Richmond-Peck,65.0
David Riedford,50.0
David Rintoul,37.0
David Robb,23.0
David Roberson,65.0
David Roberts,29.0
David Roland Frank,79.0
David Romo,81.0
David Rose,55.5
David Rosen,16.0
David Ross,53.0
David Ross Paterson,36.0
David Rounds,48.0
David Rountree,37.0
David Rowden,42.0
David Roya,50.0
David Rudman,64.75
David Runco,28.0
David Ryall,53.5
David Rysdahl,77.0
David S. Cass Sr.,58.0
David S. Howard,43.0
David S. Lee,58.333333333333336
David Sakurai,39.0
David Samson,72.0
David Samuels,68.0
David Sanders,40.0
David Sarvis,74.0
David Saucedo,42.0
David Savile,46.0
David Schallipp,34.0
David Schechter,64.0
David Scheller,52.0
David Schifter,54.0
David Schlachtenhaufen,48.0
David Schneider,48.0
David Schofield,54.42857142857143
David Schramm,33.0
David Schrempf,78.0
David Schwartz,69.0
David Schwimmer,55.375
David Schütter,52.0
David Scott,62.0
David Scott Diaz,56.0
David Scott Klein,43.0
David Scott Taylor,56.0
David Seaman,75.0
David Sederholm,45.0
David Selburg,68.0
David Selby,42.857142857142854
David Semonin,56.0
David Shackelford,34.0
David Shae,52.333333333333336
David Shannon,35.0
David Shatraw,45.0
David Shaughnessy,50.0
David Sheiner,74.0
David Sherrill,37.333333333333336
David Shields,62.0
David Shih,65.0
David Short,39.0
David Shreibman,37.0
David Shumbris,53.0
David Simon,60.0
David Siskind,62.0
David Skeist,25.0
David Smigelski,29.0
David Smilow,43.0
David Smith,47.0
David So,69.0
David Soncin,57.0
David Sontag,58.0
David Soren,55.666666666666664
David Soul,45.0
David Spade,35.714285714285715
David Spadora,63.0
David Sparrow,52.0
David Speck,65.0
David Spielberg,67.0
David St. James,54.75
David Stackpole,55.0
David Stambaugh,39.0
David Stanford,56.0
David Starzyk,36.0
David Steen,73.0
David Steinberg,36.25
David Stepkin,16.0
David Sterne,38.0
David Stokey,43.0
David Storch,54.0
David Storrs,17.0
David Stott,32.0
David Strassman,49.0
David Strathairn,60.15384615384615
David Strickland,46.0
David Suchet,49.625
David Sullivan,68.0
David Sutcliffe,47.666666666666664
David Talbot,34.0
David Tennant,64.0
David Thewlis,57.55
David Thompson,77.0
David Thornsberry,30.0
David Thornton,46.54545454545455
David Threlfall,69.0
David Tocci,56.0
David Tom,39.0
David Tomlinson,65.0
David Tompa,37.5
David Toole,65.0
David Torrence,87.0
David Tran,29.0
David Tress,43.0
David Tse,33.0
David Tsubouchi,60.0
David Tuchman,45.0
David Tufford,67.0
David Turner,94.0
David Tuttle,72.0
David Tysall,34.0
David Ursin,28.0
David Ury,58.333333333333336
David Usher,31.0
David V. Thomas,48.5
David Vadim,44.714285714285715
David Valencia,45.0
David Van Bouwel,77.0
David Vander Wal,55.0
David Vasquez,48.0
David Villalpando,61.5
David W. Butler,57.5
David W. Ross,23.0
David Wagner,49.5
David Wain,52.714285714285715
David Walliams,55.5
David Walmsley,38.0
David Walton,46.6
David Warner,52.53846153846154
David Warrilow,64.66666666666667
David Warshofsky,54.666666666666664
David Watson,46.0
David Wayne,59.5
David Weber,40.0
David Weinstein,49.0
David Weisenberg,33.0
David Weiss,43.5
David Wells,61.5
David Wenham,54.888888888888886
David Westberg,53.0
David Westerman,39.0
David Westhead,67.5
David Weston,68.0
David Wexler,45.0
David Whalen,56.0
David Wheir,51.5
David White,65.5
David Whittington,78.0
David Wike,38.5
David Willis,31.0
David Wilmot,61.0
David Wilson,53.5
David Wilson Barnes,62.75
David Wingo,60.5
David Winters,86.0
David Wissak,43.0
David Wodehouse,53.0
David Wohl,48.5
David Wu,39.0
David Yip,55.5
David Yost,40.0
David Young,50.0
David Younger,60.5
David Yow,56.0
David Yuzuk,23.0
David Zaldivar,66.0
David Zayas,50.90909090909091
David Zellner,64.625
David Zucker,61.0
David de Keyser,60.2
David de Vos,50.0
David de Vries,61.0
Davide Borella,62.0
Davide Schipilliti,77.0
Davie-Blue,54.0
Davis Aguila,50.0
Davis C. Robertson,73.0
Davis Cannada,49.0
Davis Duffield,62.0
Davis Roberts,63.5
Davood Ghadami,51.0
Davor Janjic,72.0
Davy Clements,87.0
Davy Kaye,64.0
Davy Rothbart,39.0
Dawan Owens,66.0
Dawn Chubai,45.0
Dawn Cody,48.0
Dawn Didawick,54.0
Dawn Dininger,24.0
Dawn Ford,49.0
Dawn French,80.0
Dawn Greenhalgh,67.0
Dawn Jackson,58.0
Dawn L. Hall,51.0
Dawn Little Sky,57.0
Dawn Lolos,20.0
Dawn Luebbe,69.0
Dawn Lyn,52.0
Dawn Martel,62.0
Dawn Matthews,43.0
Dawn Maxey,29.5
Dawn Mondie,36.0
Dawn Olivieri,37.5
Dawn Robinson,46.0
Dawn Schneider,66.0
Dawn Sherrer,31.0
Dawn Wells,52.0
Dawn Wildsmith,28.0
Dawn Young,68.0
Dawnlea Tait,4.0
Dawnn Lewis,48.0
Dawntoya Thomason,43.0
Dawood Zarif,32.0
Dawson Bray,70.0
Dawson Doupé,14.0
Dawuan Williams,82.0
Dax Flame,56.666666666666664
Dax Griffin,39.0
Dax Ravina,53.0
Dax Roy,44.0
Dax Shepard,41.8
Dayana Bucarello,63.0
Daylan Honeycutt,61.0
Dayle Haddon,52.0
Dayle McLeod,57.0
Dayna Clark,71.0
Dayna Hanson,41.0
Dayo Abanikanda,34.0
Dayo Ade,31.0
Dayo Okeniyi,42.25
Dayton Callie,47.0
Daz Crawford,33.0
De Klerk Oelofse,15.0
De'Adre Aziza,56.0
De'Angelo Wilson,51.5
De'Jon Watts,57.0
De'Lon Grant,21.0
De'Markes Dogan,23.0
De'Shawn Washington,48.0
De'aundre Bonds,57.2
De'voreaux White,71.0
DeAnna Madsen,8.0
DeForest Kelley,55.285714285714285
DeForrest Taylor,41.0
DeJuan Guy,61.0
DeMaris Gordon,34.0
DeMorge Brown,66.5
DeRay Davis,46.92307692307692
DeRon Horton,60.5
DeShawn White,44.0
DeStorm Power,25.0
DeVaughn Nixon,44.5
DeVeren Bookwalter,57.0
DeVion Harris,31.0
DeVon Franklin,57.0
DeVone Lawson Jr.,37.0
DeWanda Wise,48.666666666666664
DeWayne Turrentine Jr.,37.0
DeWayne Warren,48.0
Dea McAllister,23.0
Deacon Conroy,51.0
Deadlee,70.0
Dean Alexandrou,52.0
Dean Armstrong,24.0
Dean Ashton,79.0
Dean Balkwill,42.0
Dean Brewington,71.0
Dean Butler,67.0
Dean Cain,42.4
Dean Cameron,38.2
Dean Casper,78.0
Dean Chaumoo,66.0
Dean Chekvala,49.0
Dean Clark,66.0
Dean Cleverdon,31.0
Dean Collins,42.0
Dean Cook,45.0
Dean Delray,38.5
Dean Denton,45.5
Dean Edwards,36.0
Dean Elliott,68.0
Dean Evans,67.0
Dean Faulkenberry,29.0
Dean Fortunato,53.0
Dean Friss,22.0
Dean Goodman,74.0
Dean Goss,59.0
Dean Haglund,60.0
Dean Hagopian,38.0
Dean Hall,63.0
Dean Hallo,70.0
Dean Harder,19.0
Dean Harrington,33.0
Dean Holtermann,68.0
Dean J. West,40.0
Dean Jacobson,27.0
Dean Jagger,53.8
Dean James,13.0
Dean Jones,55.375
Dean Kapica,28.0
Dean Knowsley,35.0
Dean Kyrwood,52.0
Dean Marshall,46.0
Dean Martin,40.6
Dean McDermott,51.5
Dean McKenzie,32.0
Dean Mumford,79.0
Dean Norris,47.78947368421053
Dean O'Gorman,61.0
Dean Paul Gibson,36.0
Dean R. Brooks,83.0
Dean R. Miller,67.0
Dean Rader-Duval,52.0
Dean Raphael Ferrandini,22.0
Dean Redman,39.0
Dean Regan,14.0
Dean Shelton,38.0
Dean Silvers,38.0
Dean Smith,53.0
Dean Stockwell,54.333333333333336
Dean Vivian,11.0
Dean Wareham,53.666666666666664
Dean Winters,48.44444444444444
Dean Wray,37.666666666666664
Dean-Charles Chapman,61.5
Deana Barone,59.0
Deana Ricks,40.0
Deance Wyatt,64.0
Deanna Aho,44.0
Deanna Alexich,30.0
Deanna Cheng,37.0
Deanna Dezmari,88.0
Deanna Dunagan,44.0
Deanna Meske,49.0
Deanna Oliver,37.0
Deanna Reed-Foster,69.5
Deanna Russo,30.0
Deanna Sherman,50.0
Deanna Yusoff,55.0
Deano Clavet,47.0
Deantoni Parks,44.0
Dearbhla Molloy,50.0
Deb Adair,73.0
Deb Bordelon,46.0
Deb Burgoyne,15.0
Deb G. Girdler,39.0
Deb Hiett,55.5
Deb Margolin,42.0
Deb Monteith,66.0
Deb Snyder,55.0
Debargo Sanyal,57.666666666666664
Debbi Morgan,59.166666666666664
Debbie Aderinkomi,58.0
Debbie Allen,42.666666666666664
Debbie Black Lance,51.0
Debbie Brown,59.0
Debbie Campbell,79.0
Debbie Chazen,75.0
Debbie Davis,38.0
Debbie DeLisi,75.0
Debbie Doebereiner,63.0
Debbie Gibson,47.0
Debbie Harry,52.63636363636363
Debbie Jaffe,39.0
Debbie Javor,33.0
Debbie Lee Carrington,10.0
Debbie McLeod,29.0
Debbie Megowan,74.0
Debbie Moldow,49.0
Debbie Paine,54.0
Debbie Pingitore,33.0
Debbie Prescott,53.0
Debbie Reynolds,61.285714285714285
Debbie Rochon,35.333333333333336
Debbie Scaletta,55.0
Debbie Schock,50.0
Debbie Shapiro Gravitte,88.0
Debbie Sherman,50.0
Debbie Turner,63.0
Debbie Williams,83.0
Debbie Wong,34.0
Debbon Ayer,60.75
Debby Davison,42.0
Debby Lynn Ross,64.0
Debby Porter,44.0
Debby Ryan,61.0
Debby Shively,37.0
Debi Derryberry,45.4
Debi Durst,82.0
Debi Mazar,45.473684210526315
Debi Storm,73.0
Debie Duprie,62.0
Debora Weston,38.333333333333336
Deborah Abbott,58.0
Deborah Adair,58.0
Deborah Allen,67.0
Deborah Ann Woll,45.142857142857146
Deborah Aquila,50.0
Deborah Ashton,45.0
Deborah Ayorinde,71.0
Deborah Baltzell,58.0
Deborah Benson,80.0
Deborah Carlson,60.0
Deborah Carson,50.0
Deborah Chavez,39.0
Deborah Clifton,12.0
Deborah Cody,52.0
Deborah Cole,39.0
Deborah Cresswell,36.0
Deborah Dawn,73.0
Deborah Drakeford,81.0
Deborah Duke,25.0
Deborah Eisenberg,77.0
Deborah Everton,86.0
Deborah Findlay,65.5
Deborah Foreman,48.25
Deborah Gates,58.0
Deborah Geffner,68.66666666666667
Deborah Goodman,46.0
Deborah Goodrich,53.0
Deborah Greenfield,39.0
Deborah Grover,52.0
Deborah Gzesh,84.0
Deborah Hancock,34.0
Deborah Harmon,62.0
Deborah Hedwall,42.0
Deborah Hobart,52.0
Deborah Jenssen,23.0
Deborah Jolly,73.0
Deborah Kara Unger,45.57142857142857
Deborah Kennedy,58.0
Deborah Kerr,71.75
Deborah King,34.0
Deborah Lacey,1.0
Deborah Lee Johnson,13.0
Deborah Lemen,30.0
Deborah Loates,63.0
Deborah Lobban,65.0
Deborah Loomis,23.0
Deborah Lucchesi,77.0
Deborah May,27.5
Deborah McNaughton,64.0
Deborah Moore,47.0
Deborah Neumann,81.0
Deborah Odell,24.0
Deborah Offner,48.8
Deborah Ostrowsky,36.0
Deborah Pollitt,49.5
Deborah Raffin,18.0
Deborah Rawlings,40.0
Deborah Rennard,41.0
Deborah Richter,24.0
Deborah Rush,56.38461538461539
Deborah Shelton,69.0
Deborah Strang,43.0
Deborah Teng,61.0
Deborah Thalberg,33.0
Deborah Theaker,46.25
Deborah Twiss,66.0
Deborah Van Valkenburgh,58.25
Deborah Walley,35.0
Deborah Wittenberg,71.0
Deborah Yates,31.0
Deborah Zoe,36.0
Deborra-Lee Furness,46.5
Debra Azar,67.0
Debra Barnes,49.0
Debra Blee,15.0
Debra Christofferson,49.333333333333336
Debra Clinger,28.0
Debra Cole,56.0
Debra Eisenstadt,61.0
Debra Feuer,81.0
Debra Gordon,24.0
Debra Jo Rupp,43.5
Debra Magit,44.0
Debra McCabe,48.0
Debra Messing,44.583333333333336
Debra Miller,27.0
Debra Monk,49.92307692307692
Debra Mooney,59.333333333333336
Debra Paget,68.0
Debra S. Hayes,22.0
Debra Stipe,22.0
Debra Sullivan,42.0
Debra Troyer,44.0
Debra Wilson,59.5
Debra Winger,59.30769230769231
Debra-Jayne Brown,54.0
Debrah Farentino,42.5
Debralee Scott,41.0
Debrianna Mansini,46.333333333333336
Deby Celiz,97.0
Deby Laplante,71.0
December,32.0
Dechen Thurman,60.333333333333336
Decker Moody,63.0
Declan Baldwin,50.0
Declan Bennett,53.0
Declan Conlon,23.0
Declan Joyce,31.0
Declan Michael Laird,32.0
Declan Mulholland,50.0
Declan Mulvey,39.0
Declan Sammon,69.0
Dede Lovelace,72.0
Dedee Pfeiffer,31.0
Dee Baldus,62.0
Dee Bradley Baker,46.5
Dee Carroll,59.0
Dee Caspary,46.0
Dee Dee Flores,62.0
Dee Dee Moss,59.0
Dee Dee Young,71.0
Dee Finley,57.0
Dee Freeman,32.0
Dee Hennigan,42.0
Dee Jay Daniels,62.0
Dee Jay Jackson,47.5
Dee Lee,9.0
Dee Maaske,51.0
Dee Noah,62.5
Dee Snider,67.0
Dee Wallace,60.30769230769231
DeeDee Rescher,69.0
Deedee Kumphasee,29.0
Deedee Magno,50.0
Deedra Jordan-Evans,34.0
Deeksha Ketkar,64.0
Deema Aitken,60.0
Deems Taylor,96.0
Deen Badarou,77.0
Deena Martin,74.5
Deep Katdare,41.333333333333336
Deep Roy,64.25
Deepak Chopra,24.0
Deepak Dadhwal,25.0
Deepika Padukone,43.0
Deepti Gupta,93.0
Deepti Naval,61.0
Deetta West,46.0
Deezer D,40.666666666666664
Dehl Berti,46.5
Deiby Rueda,78.0
Deidra Shores,40.0
Deidre Goodwin,61.0
Deidrie Henry,67.5
Deion Sanders,54.0
Deirdre Blades,26.0
Deirdre Costello,75.0
Deirdre Kingsbury,46.0
Deirdre Lovejoy,40.5
Deirdre Monaghan,36.0
Deirdre O'Connell,58.785714285714285
Deirdre Quinn,43.0
Deja Dee,70.0
Deja Kreutzberg,19.0
Dejan Angelov,42.666666666666664
Dejon LaQuake,47.0
Deke Anderson,57.0
Deke Garner,55.0
Del Close,54.0
Del Henney,73.0
Del Pentecost,48.0
Del Zamora,46.2
Dela Meskienyar,61.0
Delaina Mitchell,45.0
Delaine Yates,55.0
Delaney & Bonnie & Friends,61.0
Delaney Driscoll,83.0
Delaney Feener,70.0
Delaney Hamilton,17.0
Delaney Price,68.0
Delaney Raye,62.0
Delaney Rose Stein,71.0
Delaney Tabron,65.0
Delaney Williams,61.0
Delano Montgomery,73.0
Delfeayo Marsalis,36.0
Delfino Solis,87.0
Delia Boccardo,35.0
Delia Lindsay,67.0
Delia Riciu,58.0
Delia Sheppard,55.0
Delilah Cotto,38.0
Delilah Rose Pellow,72.0
